8788 01 280687     "NA"   7386 NA      NA NA  52800 NA 104489 NA  117054180 NA      NA  
8788 01 280687  ADLPER    252 NA      NA NA      NA NA   2084 NA          NA NA      NA  
8788 01 280687  MELADL    445 NA      NA NA      NA NA   6738 NA          NA NA      NA  
8788 01 280687  MELBNE    210 NA      NA NA      NA NA   4545 NA          NA NA      NA  
8788 01 280687  MELOOL     76 NA      NA NA      NA NA   2472 NA          NA NA      NA  
8788 01 280687  MELPER    298 NA      NA NA      NA NA   3011 NA          NA NA      NA  
8788 01 280687  MELSYD   1912 NA      NA NA      NA NA  20167 NA          NA NA      NA  
8788 01 280687  SYDADL    351 NA      NA NA      NA NA   4263 NA          NA NA      NA  
8788 01 280687  SYDBNE    993 NA      NA NA      NA NA  13292 NA          NA NA      NA  
8788 01 280687  SYDOOL    163 NA      NA NA      NA NA   3013 NA          NA NA      NA  
8788 01 280687  SYDPER    334 NA      NA NA      NA NA   2364 NA          NA NA      NA  
8788 02 050787       NA   6936 NA      NA NA  54397 NA 109716 NA  122570340 NA      NA  
8788 02 050787  ADLPER    193 NA      NA NA      NA NA   2186 NA          NA NA      NA  
8788 02 050787  MELADL    382 NA      NA NA      NA NA   7059 NA          NA NA      NA  
8788 02 050787  MELBNE    251 NA      NA NA      NA NA   4809 NA          NA NA      NA  
8788 02 050787  MELOOL     65 NA      NA NA      NA NA   2899 NA          NA NA      NA  
8788 02 050787  MELPER    295 NA      NA NA      NA NA   3001 NA          NA NA      NA  
8788 02 050787  MELSYD   1848 NA      NA NA      NA NA  20161 NA          NA NA      NA  
8788 02 050787  SYDADL    336 NA      NA NA      NA NA   4050 NA          NA NA      NA  
8788 02 050787  SYDBNE    945 NA      NA NA      NA NA  13817 NA          NA NA      NA  
8788 02 050787  SYDOOL    159 NA      NA NA      NA NA   3431 NA          NA NA      NA  
8788 02 050787  SYDPER    316 NA      NA NA      NA NA   1849 NA          NA NA      NA  
8788 03 120787       NA   7084 NA      NA NA  55149 NA 107628 NA  121692120 NA      NA  
8788 03 120787  ADLPER    159 NA      NA NA      NA NA   2137 NA          NA NA      NA  
8788 03 120787  MELADL    411 NA      NA NA      NA NA   6914 NA          NA NA      NA  
8788 03 120787  MELBNE    301 NA      NA NA      NA NA   4660 NA          NA NA      NA  
8788 03 120787  MELOOL     53 NA      NA NA      NA NA   2639 NA          NA NA      NA  
8788 03 120787  MELPER    363 NA      NA NA      NA NA   3755 NA          NA NA      NA  
8788 03 120787  MELSYD   1856 NA      NA NA      NA NA  19993 NA          NA NA      NA  
8788 03 120787  SYDADL    299 NA      NA NA      NA NA   4316 NA          NA NA      NA  
8788 03 120787  SYDBNE   1043 NA      NA NA      NA NA  13103 NA          NA NA      NA  
8788 03 120787  SYDOOL    181 NA      NA NA      NA NA   3606 NA          NA NA      NA  
8788 03 120787  SYDPER    254 NA      NA NA      NA NA   2020 NA          NA NA      NA  
8788 04 190787       NA   8072 NA      NA NA  56362 NA 100063 NA  112452960 NA      NA  
8788 04 190787  ADLPER    219 NA      NA NA      NA NA   2090 NA          NA NA      NA  
8788 04 190787  MELADL    457 NA      NA NA      NA NA   6793 NA          NA NA      NA  
8788 04 190787  MELBNE    261 NA      NA NA      NA NA   4023 NA          NA NA      NA  
8788 04 190787  MELOOL     82 NA      NA NA      NA NA   1977 NA          NA NA      NA  
8788 04 190787  MELPER    384 NA      NA NA      NA NA   3082 NA          NA NA      NA  
8788 04 190787  MELSYD   2142 NA      NA NA      NA NA  20986 NA          NA NA      NA  
8788 04 190787  SYDADL    438 NA      NA NA      NA NA   4196 NA          NA NA      NA  
8788 04 190787  SYDBNE   1091 NA      NA NA      NA NA  12130 NA          NA NA      NA  
8788 04 190787  SYDOOL    163 NA      NA NA      NA NA   2740 NA          NA NA      NA  
8788 04 190787  SYDPER    406 NA      NA NA      NA NA   1781 NA          NA NA      NA  
8788 05 260787       NA   7711 NA      NA NA  56746 NA  97072 NA  106930680 NA      NA  
8788 05 260787  ADLPER    192 NA      NA NA      NA NA   1595 NA          NA NA      NA  
8788 05 260787  MELADL    464 NA      NA NA      NA NA   6713 NA          NA NA      NA  
8788 05 260787  MELBNE    336 NA      NA NA      NA NA   4075 NA          NA NA      NA  
8788 05 260787  MELOOL     62 NA      NA NA      NA NA   1988 NA          NA NA      NA  
8788 05 260787  MELPER    397 NA      NA NA      NA NA   2695 NA          NA NA      NA  
8788 05 260787  MELSYD   2118 NA      NA NA      NA NA  20497 NA          NA NA      NA  
8788 05 260787  SYDADL    355 NA      NA NA      NA NA   3842 NA          NA NA      NA  
8788 05 260787  SYDBNE   1054 NA      NA NA      NA NA  12091 NA          NA NA      NA  
8788 05 260787  SYDOOL    106 NA      NA NA      NA NA   2491 NA          NA NA      NA  
8788 05 260787  SYDPER    403 NA      NA NA      NA NA   1763 NA          NA NA      NA  
8788 06 020887       NA   8003 NA      NA NA  54101 NA  97077 NA  106827660 NA      NA  
8788 06 020887  ADLPER    219 NA      NA NA      NA NA   1908 NA          NA NA      NA  
8788 06 020887  MELADL    505 NA      NA NA      NA NA   6979 NA          NA NA      NA  
8788 06 020887  MELBNE    256 NA      NA NA      NA NA   4020 NA          NA NA      NA  
8788 06 020887  MELOOL     88 NA      NA NA      NA NA   1938 NA          NA NA      NA  
8788 06 020887  MELPER    429 NA      NA NA      NA NA   2740 NA          NA NA      NA  
8788 06 020887  MELSYD   2048 NA      NA NA      NA NA  20770 NA          NA NA      NA  
8788 06 020887  SYDADL    440 NA      NA NA      NA NA   3979 NA          NA NA      NA  
8788 06 020887  SYDBNE   1190 NA      NA NA      NA NA  12018 NA          NA NA      NA  
8788 06 020887  SYDOOL    137 NA      NA NA      NA NA   2725 NA          NA NA      NA  
8788 06 020887  SYDPER    354 NA      NA NA      NA NA   1463 NA          NA NA      NA  
8788 07 090887       NA   7852 NA      NA NA  55161 NA  99463 NA  108547380 NA      NA  
8788 07 090887  ADLPER    191 NA      NA NA      NA NA   1778 NA          NA NA      NA  
8788 07 090887  MELADL    469 NA      NA NA      NA NA   6727 NA          NA NA      NA  
8788 07 090887  MELBNE    258 NA      NA NA      NA NA   4041 NA          NA NA      NA  
8788 07 090887  MELOOL     62 NA      NA NA      NA NA   2205 NA          NA NA      NA  
8788 07 090887  MELPER    421 NA      NA NA      NA NA   2668 NA          NA NA      NA  
8788 07 090887  MELSYD   2111 NA      NA NA      NA NA  21111 NA          NA NA      NA  
8788 07 090887  SYDADL    368 NA      NA NA      NA NA   3947 NA          NA NA      NA  
8788 07 090887  SYDBNE   1010 NA      NA NA      NA NA  12349 NA          NA NA      NA  
8788 07 090887  SYDOOL    192 NA      NA NA      NA NA   3205 NA          NA NA      NA  
8788 07 090887  SYDPER    368 NA      NA NA      NA NA   1793 NA          NA NA      NA  
8788 08 160887       NA   8198 NA      NA NA  56549 NA 101174 NA  110089620 NA      NA  
8788 08 160887  ADLPER    229 NA      NA NA      NA NA   1931 NA          NA NA      NA  
8788 08 160887  MELADL    471 NA      NA NA      NA NA   6827 NA          NA NA      NA  
8788 08 160887  MELBNE    253 NA      NA NA      NA NA   4015 NA          NA NA      NA  
8788 08 160887  MELOOL    101 NA      NA NA      NA NA   2209 NA          NA NA      NA  
8788 08 160887  MELPER    407 NA      NA NA      NA NA   2990 NA          NA NA      NA  
8788 08 160887  MELSYD   2199 NA      NA NA      NA NA  20675 NA          NA NA      NA  
8788 08 160887  SYDADL    417 NA      NA NA      NA NA   3955 NA          NA NA      NA  
8788 08 160887  SYDBNE   1112 NA      NA NA      NA NA  12553 NA          NA NA      NA  
8788 08 160887  SYDOOL    168 NA      NA NA      NA NA   3417 NA          NA NA      NA  
8788 08 160887  SYDPER    327 NA      NA NA      NA NA   1795 NA          NA NA      NA  
8788 09 230887       NA   8045 NA      NA NA  58411 NA 107113 NA  114699000 NA      NA  
8788 09 230887  ADLPER    197 NA      NA NA      NA NA   2062 NA          NA NA      NA  
8788 09 230887  MELADL    439 NA      NA NA      NA NA   7338 NA          NA NA      NA  
8788 09 230887  MELBNE    295 NA      NA NA      NA NA   4293 NA          NA NA      NA  
8788 09 230887  MELOOL     67 NA      NA NA      NA NA   2626 NA          NA NA      NA  
8788 09 230887  MELPER    408 NA      NA NA      NA NA   3066 NA          NA NA      NA  
8788 09 230887  MELSYD   2231 NA      NA NA      NA NA  22092 NA          NA NA      NA  
8788 09 230887  SYDADL    378 NA      NA NA      NA NA   4114 NA          NA NA      NA  
8788 09 230887  SYDBNE   1162 NA      NA NA      NA NA  13014 NA          NA NA      NA  
8788 09 230887  SYDOOL    203 NA      NA NA      NA NA   4042 NA          NA NA      NA  
8788 09 230887  SYDPER    351 NA      NA NA      NA NA   1993 NA          NA NA      NA  
8788 10 300887       NA   7639 NA      NA NA  55399 NA 101462 NA  109646940 NA      NA  
8788 10 300887  ADLPER    209 NA      NA NA      NA NA   2062 NA          NA NA      NA  
8788 10 300887  MELADL    446 NA      NA NA      NA NA   6632 NA          NA NA      NA  
8788 10 300887  MELBNE    287 NA      NA NA      NA NA   4536 NA          NA NA      NA  
8788 10 300887  MELOOL     58 NA      NA NA      NA NA   2317 NA          NA NA      NA  
8788 10 300887  MELPER    400 NA      NA NA      NA NA   2927 NA          NA NA      NA  
8788 10 300887  MELSYD   2081 NA      NA NA      NA NA  20772 NA          NA NA      NA  
8788 10 300887  SYDADL    401 NA      NA NA      NA NA   4029 NA          NA NA      NA  
8788 10 300887  SYDBNE   1032 NA      NA NA      NA NA  12259 NA          NA NA      NA  
8788 10 300887  SYDOOL    176 NA      NA NA      NA NA   3287 NA          NA NA      NA  
8788 10 300887  SYDPER    404 NA      NA NA      NA NA   1738 NA          NA NA      NA  
8788 11 060987       NA   8052 NA      NA NA  57285 NA 105428 NA  113284260 NA      NA  
8788 11 060987  ADLPER    204 NA      NA NA      NA NA   1976 NA          NA NA      NA  
8788 11 060987  MELADL    445 NA      NA NA      NA NA   6912 NA          NA NA      NA  
8788 11 060987  MELBNE    342 NA      NA NA      NA NA   4781 NA          NA NA      NA  
8788 11 060987  MELOOL    106 NA      NA NA      NA NA   3174 NA          NA NA      NA  
8788 11 060987  MELPER    361 NA      NA NA      NA NA   3169 NA          NA NA      NA  
8788 11 060987  MELSYD   2213 NA      NA NA      NA NA  21642 NA          NA NA      NA  
8788 11 060987  SYDADL    373 NA      NA NA      NA NA   3858 NA          NA NA      NA  
8788 11 060987  SYDBNE   1006 NA      NA NA      NA NA  12067 NA          NA NA      NA  
8788 11 060987  SYDOOL    168 NA      NA NA      NA NA   3680 NA          NA NA      NA  
8788 11 060987  SYDPER    389 NA      NA NA      NA NA   1823 NA          NA NA      NA  
8788 12 130987       NA   8682 NA      NA NA  59819 NA 113301 NA  123866760 NA      NA  
8788 12 130987  ADLPER    195 NA      NA NA      NA NA   1743 NA          NA NA      NA  
8788 12 130987  MELADL    417 NA      NA NA      NA NA   7289 NA          NA NA      NA  
8788 12 130987  MELBNE    245 NA      NA NA      NA NA   5328 NA          NA NA      NA  
8788 12 130987  MELOOL    107 NA      NA NA      NA NA   5017 NA          NA NA      NA  
8788 12 130987  MELPER    555 NA      NA NA      NA NA   4094 NA          NA NA      NA  
8788 12 130987  MELSYD   2131 NA      NA NA      NA NA  21911 NA          NA NA      NA  
8788 12 130987  SYDADL    384 NA      NA NA      NA NA   4044 NA          NA NA      NA  
8788 12 130987  SYDBNE   1219 NA      NA NA      NA NA  12844 NA          NA NA      NA  
8788 12 130987  SYDOOL    211 NA      NA NA      NA NA   3912 NA          NA NA      NA  
8788 12 130987  SYDPER    419 NA      NA NA      NA NA   1932 NA          NA NA      NA  
8788 13 200987       NA   8093 NA      NA NA  59054 NA 116490 NA  129852120 NA      NA  
8788 13 200987  ADLPER    214 NA      NA NA      NA NA   2635 NA          NA NA      NA  
8788 13 200987  MELADL    546 NA      NA NA      NA NA   8054 NA          NA NA      NA  
8788 13 200987  MELPER    512 NA      NA NA      NA NA   4831 NA          NA NA      NA  
8788 13 200987  SYDADL    367 NA      NA NA      NA NA   4657 NA          NA NA      NA  
8788 13 200987  SYDPER    396 NA      NA NA      NA NA   2253 NA          NA NA      NA  
8788 13 200987  MELBNE    NA NA      NA NA      NA NA   NA NA  NA NA  NA  
8788 13 200987  MELOOL    NA NA      NA NA      NA NA   NA NA  NA NA  NA  
8788 13 200987  MELSYD    NA NA      NA NA      NA NA   NA NA  NA NA  NA  
8788 13 200987  SYDBNE    NA NA      NA NA      NA NA   NA NA  NA NA  NA  
8788 13 200987  SYDOOL    NA NA      NA NA      NA NA   NA NA  NA NA  NA  
8788 14 270987       NA   8319 NA      NA NA  63328 NA 125009 NA  138023340 NA      NA  
8788 14 270987  ADLPER    219 NA      NA NA      NA NA   2532 NA          NA NA      NA  
8788 14 270987  MELADL    531 NA      NA NA      NA NA   8314 NA          NA NA      NA  
8788 14 270987  MELBNE    273 NA      NA NA      NA NA   5797 NA          NA NA      NA  
8788 14 270987  MELOOL    112 NA      NA NA      NA NA   4128 NA          NA NA      NA  
8788 14 270987  MELPER    456 NA      NA NA      NA NA   4420 NA          NA NA      NA  
8788 14 270987  MELSYD   2131 NA      NA NA      NA NA  23777 NA          NA NA      NA  
8788 14 270987  SYDADL    448 NA      NA NA      NA NA   4473 NA          NA NA      NA  
8788 14 270987  SYDBNE   1102 NA      NA NA      NA NA  13835 NA          NA NA      NA  
8788 14 270987  SYDOOL    285 NA      NA NA      NA NA   4858 NA          NA NA      NA  
8788 14 270987  SYDPER    403 NA      NA NA      NA NA   2770 NA          NA NA      NA  
8788 15 041087       NA   8344 NA      NA NA  60307 NA 119759 NA  130397820 NA      NA  
8788 15 041087  ADLPER    289 NA      NA NA      NA NA   2390 NA          NA NA      NA  
8788 15 041087  MELADL    510 NA      NA NA      NA NA   7945 NA          NA NA      NA  
8788 15 041087  MELBNE    272 NA      NA NA      NA NA   4757 NA          NA NA      NA  
8788 15 041087  MELOOL     97 NA      NA NA      NA NA   3332 NA          NA NA      NA  
8788 15 041087  MELPER    491 NA      NA NA      NA NA   4111 NA          NA NA      NA  
8788 15 041087  MELSYD   2034 NA      NA NA      NA NA  22658 NA          NA NA      NA  
8788 15 041087  SYDADL    417 NA      NA NA      NA NA   5003 NA          NA NA      NA  
8788 15 041087  SYDBNE   1075 NA      NA NA      NA NA  13964 NA          NA NA      NA  
8788 15 041087  SYDOOL    229 NA      NA NA      NA NA   5451 NA          NA NA      NA  
8788 15 041087  SYDPER    326 NA      NA NA      NA NA   2332 NA          NA NA      NA  
8788 16 111087       NA   8535 NA      NA NA  62953 NA 114880 NA  125546700 5      NA  
8788 16 111087  ADLPER    233 NA      NA NA      NA NA   2620 NA          NA NA      NA  
8788 16 111087  MELADL    511 NA      NA NA      NA NA   7842 NA          NA NA      NA  
8788 16 111087  MELBNE    259 NA      NA NA      NA NA   4180 NA          NA NA      NA  
8788 16 111087  MELOOL    103 NA      NA NA      NA NA   2697 NA          NA NA      NA  
8788 16 111087  MELPER    528 NA      NA NA      NA NA   4064 NA          NA NA      NA  
8788 16 111087  MELSYD   2190 NA      NA NA      NA NA  23515 NA          NA NA      NA  
8788 16 111087  SYDADL    443 NA      NA NA      NA NA   4519 NA          NA NA      NA  
8788 16 111087  SYDBNE   1067 NA      NA NA      NA NA  13556 NA          NA NA      NA  
8788 16 111087  SYDOOL    193 NA      NA NA      NA NA   4290 NA          NA NA      NA  
8788 16 111087  SYDPER    372 NA      NA NA      NA NA   2315 NA          NA NA      NA  
8788 17 181087       NA   8702 NA      NA NA  60195 NA 107151 NA  116416680 5      NA  
8788 17 181087  ADLPER    286 NA      NA NA      NA NA   2314 NA          NA NA      NA  
8788 17 181087  MELADL    464 NA      NA NA      NA NA   7512 NA          NA NA      NA  
8788 17 181087  MELBNE    290 NA      NA NA      NA NA   4155 NA          NA NA      NA  
8788 17 181087  MELOOL    101 NA      NA NA      NA NA   2543 NA          NA NA      NA  
8788 17 181087  MELPER    568 NA      NA NA      NA NA   3448 NA          NA NA      NA  
8788 17 181087  MELSYD   2262 NA      NA NA      NA NA  21384 NA          NA NA      NA  
8788 17 181087  SYDADL    408 NA      NA NA      NA NA   3846 NA          NA NA      NA  
8788 17 181087  SYDBNE    985 NA      NA NA      NA NA  12493 NA          NA NA      NA  
8788 17 181087  SYDOOL    229 NA      NA NA      NA NA   4184 NA          NA NA      NA  
8788 17 181087  SYDPER    450 NA      NA NA      NA NA   2217 NA          NA NA      NA  
8788 18 251087       NA   9203 NA      NA NA  63520 NA 112922 NA  119820420 NA      NA  
8788 18 251087  ADLPER    262 NA      NA NA      NA NA   2208 NA          NA NA      NA  
8788 18 251087  MELADL    562 NA      NA NA      NA NA   7317 NA          NA NA      NA  
8788 18 251087  MELBNE    288 NA      NA NA      NA NA   4219 NA          NA NA      NA  
8788 18 251087  MELOOL     79 NA      NA NA      NA NA   2665 NA          NA NA      NA  
8788 18 251087  MELPER    495 NA      NA NA      NA NA   3592 NA          NA NA      NA  
8788 18 251087  MELSYD   2579 NA      NA NA      NA NA  24344 NA          NA NA      NA  
8788 18 251087  SYDADL    451 NA      NA NA      NA NA   4302 NA          NA NA      NA  
8788 18 251087  SYDBNE   1166 NA      NA NA      NA NA  13575 NA          NA NA      NA  
8788 18 251087  SYDOOL    240 NA      NA NA      NA NA   4039 NA          NA NA      NA  
8788 18 251087  SYDPER    413 NA      NA NA      NA NA   1909 NA          NA NA      NA  
8788 19 011187       NA   8332 NA      NA NA  56699 NA 102852 NA  108748320 5      NA  
8788 19 011187  ADLPER    183 NA      NA NA      NA NA   2039 NA          NA NA      NA  
8788 19 011187  MELADL    502 NA      NA NA      NA NA   6556 NA          NA NA      NA  
8788 19 011187  MELBNE    227 NA      NA NA      NA NA   3621 NA          NA NA      NA  
8788 19 011187  MELOOL     91 NA      NA NA      NA NA   2498 NA          NA NA      NA  
8788 19 011187  MELPER    409 NA      NA NA      NA NA   3234 NA          NA NA      NA  
8788 19 011187  MELSYD   2367 NA      NA NA      NA NA  21137 NA          NA NA      NA  
8788 19 011187  SYDADL    422 NA      NA NA      NA NA   4380 NA          NA NA      NA  
8788 19 011187  SYDBNE   1032 NA      NA NA      NA NA  12822 NA          NA NA      NA  
8788 19 011187  SYDOOL    209 NA      NA NA      NA NA   4036 NA          NA NA      NA  
8788 19 011187  SYDPER    340 NA      NA NA      NA NA   1889 NA          NA NA      NA  
8788 20 081187       NA   9378 NA      NA NA  64800 NA 112703 NA  119024820 NA      NA  
8788 20 081187  ADLPER    341 NA      NA NA      NA NA   2392 NA          NA NA      NA  
8788 20 081187  MELADL    736 NA      NA NA      NA NA   8824 NA          NA NA      NA  
8788 20 081187  MELBNE    313 NA      NA NA      NA NA   3683 NA          NA NA      NA  
8788 20 081187  MELOOL     68 NA      NA NA      NA NA   1985 NA          NA NA      NA  
8788 20 081187  MELPER    532 NA      NA NA      NA NA   3448 NA          NA NA      NA  
8788 20 081187  MELSYD   2432 NA      NA NA      NA NA  23069 NA          NA NA      NA  
8788 20 081187  SYDADL    739 NA      NA NA      NA NA   6241 NA          NA NA      NA  
8788 20 081187  SYDBNE   1163 NA      NA NA      NA NA  13162 NA          NA NA      NA  
8788 20 081187  SYDOOL    161 NA      NA NA      NA NA   3885 NA          NA NA      NA  
8788 20 081187  SYDPER    403 NA      NA NA      NA NA   1966 NA          NA NA      NA  
8788 21 151187       NA   9883 NA      NA NA  66412 NA 114460 NA  120729240 NA      NA  
8788 21 151187  ADLPER    328 NA      NA NA      NA NA   2838 NA          NA NA      NA  
8788 21 151187  MELADL    848 NA      NA NA      NA NA   9714 NA          NA NA      NA  
8788 21 151187  MELBNE    277 NA      NA NA      NA NA   3704 NA          NA NA      NA  
8788 21 151187  MELOOL     64 NA      NA NA      NA NA   1988 NA          NA NA      NA  
8788 21 151187  MELPER    450 NA      NA NA      NA NA   3266 NA          NA NA      NA  
8788 21 151187  MELSYD   2640 NA      NA NA      NA NA  23664 NA          NA NA      NA  
8788 21 151187  SYDADL    803 NA      NA NA      NA NA   6977 NA          NA NA      NA  
8788 21 151187  SYDBNE   1222 NA      NA NA      NA NA  13521 NA          NA NA      NA  
8788 21 151187  SYDOOL    181 NA      NA NA      NA NA   3747 NA          NA NA      NA  
8788 21 151187  SYDPER    380 NA      NA NA      NA NA   1701 NA          NA NA      NA  
8788 22 221187       NA   9507 NA      NA NA  63989 NA 106762 NA  112285680 NA      NA  
8788 22 221187  ADLPER    222 NA      NA NA      NA NA   2134 NA          NA NA      NA  
8788 22 221187  MELADL    601 NA      NA NA      NA NA   7572 NA          NA NA      NA  
8788 22 221187  MELBNE    346 NA      NA NA      NA NA   3775 NA          NA NA      NA  
8788 22 221187  MELOOL     54 NA      NA NA      NA NA   2216 NA          NA NA      NA  
8788 22 221187  MELPER    545 NA      NA NA      NA NA   3461 NA          NA NA      NA  
8788 22 221187  MELSYD   2614 NA      NA NA      NA NA  23219 NA          NA NA      NA  
8788 22 221187  SYDADL    398 NA      NA NA      NA NA   4008 NA          NA NA      NA  
8788 22 221187  SYDBNE   1217 NA      NA NA      NA NA  13526 NA          NA NA      NA  
8788 22 221187  SYDOOL    209 NA      NA NA      NA NA   3386 NA          NA NA      NA  
8788 22 221187  SYDPER    431 NA      NA NA      NA NA   1927 NA          NA NA      NA  
8788 23 291187       NA   9015 NA      NA NA  61490 NA 104841 NA  109713240 NA      NA  
8788 23 291187  ADLPER    223 NA      NA NA      NA NA   1957 NA          NA NA      NA  
8788 23 291187  MELADL    511 NA      NA NA      NA NA   7364 NA          NA NA      NA  
8788 23 291187  MELBNE    323 NA      NA NA      NA NA   3648 NA          NA NA      NA  
8788 23 291187  MELOOL     84 NA      NA NA      NA NA   1831 NA          NA NA      NA  
8788 23 291187  MELPER    478 NA      NA NA      NA NA   3231 NA          NA NA      NA  
8788 23 291187  MELSYD   2569 NA      NA NA      NA NA  23192 NA          NA NA      NA  
8788 23 291187  SYDADL    420 NA      NA NA      NA NA   3907 NA          NA NA      NA  
8788 23 291187  SYDBNE   1131 NA      NA NA      NA NA  13725 NA          NA NA      NA  
8788 23 291187  SYDOOL    199 NA      NA NA      NA NA   3649 NA          NA NA      NA  
8788 23 291187  SYDPER    344 NA      NA NA      NA NA   1867 NA          NA NA      NA  
8788 24 061287       NA   9163 NA      NA NA  63387 NA 106538 NA  113507640 NA      NA  
8788 24 061287  ADLPER    250 NA      NA NA      NA NA   2152 NA          NA NA      NA  
8788 24 061287  MELADL    570 NA      NA NA      NA NA   7342 NA          NA NA      NA  
8788 24 061287  MELBNE    270 NA      NA NA      NA NA   3633 NA          NA NA      NA  
